"SS"	"Pos10wrtsRNAStart"	"DistTerm"	"Distance"	"sameStrand"	"DownDistance"	"sameDownStrand"
"S_enterica_LT2_RAND_447"	-18.34	-5	1000	0	1	0	1
"S_enterica_LT2_RAND_448"	-7.7	-65	182	0	0	0	0
"S_enterica_LT2_RAND_449"	-20.11	-1	450	0	1	0	1
"S_enterica_LT2_RAND_450"	-89.5	100	1000	0	1	0	1
"S_enterica_LT2_RAND_451"	-24.6	-1000	1000	0	1	0	1
"S_enterica_LT2_RAND_452"	-54.2	-1000	1000	0	0	0	0
"S_enterica_LT2_RAND_453"	-44.6	64	1000	0	1	0	1
"S_enterica_LT2_RAND_454"	-15	95	1000	0	1	0	1
"S_enterica_LT2_RAND_455"	-14.8	-41	1000	0	0	0	0
"S_enterica_LT2_RAND_456"	-78.67	-8	623	-52	1	0	1
"S_enterica_LT2_RAND_457"	-12.2	-29	1000	0	0	0	0
"S_enterica_LT2_RAND_458"	-21.4	23	1000	0	0	0	0
"S_enterica_LT2_RAND_459"	-19.3	34	1000	0	0	97	0
"S_enterica_LT2_RAND_460"	-71.39	161	1000	0	1	0	1
"S_enterica_LT2_RAND_462"	-86.4	133	1000	0	0	0	0
"S_enterica_LT2_RAND_463"	-26.3	43	1000	0	0	0	0
"S_enterica_LT2_RAND_464"	-23.1	-96	1000	-206	0	208	1
"S_enterica_LT2_RAND_465"	-8.1	111	340	0	1	0	1
"S_enterica_LT2_RAND_466"	-57.02	206	47	-218	1	0	1
"S_enterica_LT2_RAND_469"	-82.17	-52	1000	0	1	0	1
"S_enterica_LT2_RAND_470"	-41.9	40	1000	0	1	0	1
"S_enterica_LT2_RAND_471"	-81	247	1000	0	0	0	0
"S_enterica_LT2_RAND_472"	-33.5	-17	1000	0	1	0	1
"S_enterica_LT2_RAND_473"	-11.4	-1000	586	0	1	0	1
"S_enterica_LT2_RAND_474"	-17.77	-77	1000	-130	0	0	0
"S_enterica_LT2_RAND_475"	-11.2	11	1000	0	0	0	0
"S_enterica_LT2_RAND_476"	-40.2	34	1000	0	1	0	1
"S_enterica_LT2_RAND_477"	-21.8	-54	1000	0	0	0	0
"S_enterica_LT2_RAND_478"	5.26	-33	1000	0	0	14	0
"S_enterica_LT2_RAND_479"	-13.2	17	0	-15	0	0	0
"S_enterica_LT2_RAND_480"	-12.7	-1	1000	0	1	0	1
"S_enterica_LT2_RAND_481"	-88.5	-9	1000	0	0	0	0
"S_enterica_LT2_RAND_482"	-156.24	173	1000	0	1	0	1
"S_enterica_LT2_RAND_483"	-26.2	26	1000	0	0	0	0
"S_enterica_LT2_RAND_484"	-30.9	-41	1000	0	0	0	0
"S_enterica_LT2_RAND_485"	-17.9	-18	1000	0	0	0	0
"S_enterica_LT2_RAND_486"	-39.7	135	1000	0	0	0	0
"S_enterica_LT2_RAND_487"	-22.6	-48	939	0	1	0	1
"S_enterica_LT2_RAND_488"	-50.1	79	580	0	1	0	1
"S_enterica_LT2_RAND_490"	-63	293	1000	0	0	0	0
"S_enterica_LT2_RAND_492"	-1.9	-8	1000	0	1	0	1
"S_enterica_LT2_RAND_493"	-40	102	1000	0	1	0	1
"S_enterica_LT2_RAND_494"	-8.1	-46	1000	-395	1	0	1
"S_enterica_LT2_RAND_495"	-73.07	-65	1000	0	1	0	1
"S_enterica_LT2_RAND_496"	-15	-84	1000	0	1	0	1
"S_enterica_LT2_RAND_498"	-37.1	-44	0	-369	1	48	1
"S_enterica_LT2_RAND_499"	-4.8	-96	1000	0	1	0	1
"S_enterica_LT2_RAND_500"	-15.4	25	1000	0	0	0	0
"S_enterica_LT2_RAND_501"	-71.6	207	1000	0	1	0	1
"S_enterica_LT2_RAND_502"	-8.1	-36	189	-354	0	48	0
"S_enterica_LT2_RAND_503"	-257.74	467	0	0	1	0	0
"S_enterica_LT2_RAND_504"	-106.1	66	1000	0	1	0	1
"S_enterica_LT2_RAND_505"	-61.4	1	802	0	0	0	0
"S_enterica_LT2_RAND_506"	-52.8	87	0	0	0	197	1
"S_enterica_LT2_RAND_507"	-9.2	-91	1000	0	0	0	0
"S_enterica_LT2_RAND_508"	-21.6	-39	148	0	0	0	0
"S_enterica_LT2_RAND_509"	-48.84	-64	1000	0	1	0	1
"S_enterica_LT2_RAND_510"	-66.27	103	1000	0	1	0	1
"S_enterica_LT2_RAND_511"	-69.7	42	1000	0	1	0	1
"S_enterica_LT2_RAND_512"	-89.7	-44	1000	0	1	0	1
"S_enterica_LT2_RAND_513"	-16.1	-1000	1000	0	0	0	0
"S_enterica_LT2_RAND_514"	-78.1	294	1000	0	0	0	0
"S_enterica_LT2_RAND_515"	-13.2	-5	1000	0	1	0	1
"S_enterica_LT2_RAND_516"	-194.1	369	1000	0	1	0	1
"S_enterica_LT2_RAND_517"	-26.6	15	1000	0	0	48	0
"S_enterica_LT2_RAND_518"	-180.38	-16	1000	0	1	0	1
"S_enterica_LT2_RAND_519"	-6.34	108	1000	0	0	12	1
"S_enterica_LT2_RAND_521"	-23	-68	1000	0	1	0	1
"S_enterica_LT2_RAND_522"	-31.4	41	1000	0	0	0	0
"S_enterica_LT2_RAND_523"	-19.5	-35	1000	-51	1	20	1
"S_enterica_LT2_RAND_524"	-15.2	-21	1000	0	0	0	0
"S_enterica_LT2_RAND_525"	-17.5	-87	1000	0	0	0	0
"S_enterica_LT2_RAND_526"	-21.8	-31	1000	0	0	0	0
"S_enterica_LT2_RAND_527"	-177.1	192	1000	0	1	0	1
"S_enterica_LT2_RAND_528"	-5.3	5	1000	-254	0	0	1
"S_enterica_LT2_RAND_529"	-20.4	67	1000	0	1	0	1
"S_enterica_LT2_RAND_530"	-46	-1000	1000	0	0	0	0
"S_enterica_LT2_RAND_531"	-94.14	-27	1000	0	0	0	0
"S_enterica_LT2_RAND_532"	-11.3	15	1000	0	0	0	0
"S_enterica_LT2_RAND_533"	-148.84	-3	1000	0	0	0	1
"S_enterica_LT2_RAND_534"	-26.3	46	0	0	0	149	0
"S_enterica_LT2_RAND_535"	-17.3	-33	1000	0	1	0	1
"S_enterica_LT2_RAND_536"	-48	-98	1000	0	1	0	1
"S_enterica_LT2_RAND_537"	-22.8	-6	1000	0	1	0	1
"S_enterica_LT2_RAND_538"	-22.2	-1000	1000	0	1	0	1
"S_enterica_LT2_RAND_539"	-142.77	76	1000	0	1	0	0
"S_enterica_LT2_RAND_540"	-30.1	111	317	0	1	0	1
"S_enterica_LT2_RAND_542"	-46.1	84	1000	0	1	335	1
"S_enterica_LT2_RAND_543"	-40.4	162	1000	0	1	210	0
"S_enterica_LT2_RAND_544"	-9.64	-64	966	0	1	0	1
"S_enterica_LT2_RAND_545"	-51	41	1000	0	0	0	0
"S_enterica_LT2_RAND_546"	-52.5	-12	1000	0	0	0	0
"S_enterica_LT2_RAND_547"	-26	-85	1000	0	1	142	0
"S_enterica_LT2_RAND_548"	-1.9	79	1000	-191	0	346	1
"S_enterica_LT2_RAND_549"	-39.8	-50	1000	0	0	27	0
"S_enterica_LT2_RAND_550"	-26.9	-1000	1000	0	0	0	0
"S_enterica_LT2_RAND_551"	-101.6	-1000	1000	0	1	0	1
"S_enterica_LT2_RAND_552"	-36.8	32	1000	0	0	0	0
"S_enterica_LT2_RAND_553"	-30.5	-12	1000	0	0	0	0
"S_enterica_LT2_RAND_554"	-30.4	-96	190	0	1	0	1
"S_enterica_LT2_RAND_555"	-27	7	1000	0	1	0	1
"S_enterica_LT2_RAND_556"	-14.7	-77	1000	0	0	0	0
"S_enterica_LT2_RAND_557"	-4.78	-50	1000	0	0	0	0
"S_enterica_LT2_RAND_559"	-8.3	123	1000	0	0	0	0
"S_enterica_LT2_RAND_560"	-6.2	-73	1000	0	0	0	0
"S_enterica_LT2_RAND_562"	-19.4	29	1000	-106	0	0	1
"S_enterica_LT2_RAND_563"	-236.54	462	1000	0	1	0	1
"S_enterica_LT2_RAND_564"	-22.9	-30	1000	0	1	0	1
"S_enterica_LT2_RAND_565"	-1.7	-101	144	0	1	0	1
"S_enterica_LT2_RAND_566"	-14.1	-24	0	-86	1	0	0
"S_enterica_LT2_RAND_567"	-2.2	-1000	1000	0	0	0	0
"S_enterica_LT2_RAND_568"	-14.4	-12	1000	0	0	0	0
"S_enterica_LT2_RAND_569"	-22.3	-46	1000	-52	1	40	1
"S_enterica_LT2_RAND_570"	-11.4	15	1000	-22	0	150	1
"S_enterica_LT2_RAND_572"	-8.26	47	1000	0	1	0	1
"S_enterica_LT2_RAND_573"	-29.2	-96	1000	0	0	0	0
"S_enterica_LT2_RAND_574"	-84	-55	1000	0	1	0	1
"S_enterica_LT2_RAND_575"	-46.94	-46	1000	0	1	0	1
"S_enterica_LT2_RAND_576"	-10.1	57	1000	0	0	0	0
"S_enterica_LT2_RAND_577"	-37.4	-1000	261	0	0	0	0
"S_enterica_LT2_RAND_578"	-67.97	248	1000	0	0	0	0
"S_enterica_LT2_RAND_579"	-67.79	-1000	1000	0	0	0	0
"S_enterica_LT2_RAND_580"	-288.52	498	1000	0	1	0	1
"S_enterica_LT2_RAND_581"	-7.6	-94	1000	0	0	0	0
"S_enterica_LT2_RAND_582"	-172.6	383	1000	0	0	0	0
"S_enterica_LT2_RAND_583"	-77.9	-48	1000	0	1	0	1
"S_enterica_LT2_RAND_584"	-20.4	-104	1000	0	0	0	0
"S_enterica_LT2_RAND_585"	-25.4	-34	1000	0	0	0	0
"S_enterica_LT2_RAND_586"	-43.4	-32	41	0	1	0	1
"S_enterica_LT2_RAND_588"	-40.49	-11	1000	0	1	0	1
"S_enterica_LT2_RAND_589"	-55.3	89	1000	0	0	0	0
"S_enterica_LT2_RAND_590"	-50.6	239	1000	0	1	0	1
"S_enterica_LT2_RAND_591"	-11.3	-1	1000	-84	1	66	1
"S_enterica_LT2_RAND_592"	-20.7	1	1000	0	1	0	1
"S_enterica_LT2_RAND_594"	-7	-39	1000	0	1	0	1
"S_enterica_LT2_RAND_595"	-26.8	42	1000	0	0	0	0
"S_enterica_LT2_RAND_596"	-15.8	-77	1000	0	1	0	1
"S_enterica_LT2_RAND_597"	-79.6	-19	1000	0	0	0	0
"S_enterica_LT2_RAND_598"	-26.9	-14	1000	-100	0	0	1
"S_enterica_LT2_RAND_599"	-34.4	3	1000	0	0	0	0
"S_enterica_LT2_RAND_600"	-22.9	-1000	422	0	0	0	0
"S_enterica_LT2_RAND_601"	-26.6	5	0	-94	0	38	0
"S_enterica_LT2_RAND_602"	-79.7	25	1000	0	0	0	0
"S_enterica_LT2_RAND_603"	-22.3	-1000	1000	0	1	0	1
"S_enterica_LT2_RAND_604"	-26.6	-77	1000	0	0	0	0
"S_enterica_LT2_RAND_605"	-177.85	732	1000	0	0	0	1
"S_enterica_LT2_RAND_606"	-135.2	392	1000	0	0	0	0
"S_enterica_LT2_RAND_607"	-5.8	-16	1000	0	1	0	1
"S_enterica_LT2_RAND_608"	-17.7	57	1000	0	1	0	1
"S_enterica_LT2_RAND_609"	-64.5	172	1000	0	1	0	1
"S_enterica_LT2_RAND_610"	-59.3	21	1000	0	0	0	0
"S_enterica_LT2_RAND_612"	-47.2	38	1000	0	0	0	0
"S_enterica_LT2_RAND_613"	-112.2	-28	1000	0	0	0	0
"S_enterica_LT2_RAND_614"	-32	-1000	1000	0	1	0	1
"S_enterica_LT2_RAND_615"	-48.6	-89	351	0	1	0	1
"S_enterica_LT2_RAND_617"	-20.1	88	1000	0	1	55	0
"S_enterica_LT2_RAND_618"	-11.12	-90	1000	0	0	0	0
"S_enterica_LT2_RAND_619"	-5.1	4	1000	0	1	0	1
"S_enterica_LT2_RAND_620"	-31.1	-76	1000	0	1	0	1
"S_enterica_LT2_RAND_622"	-54.3	158	1000	0	0	0	0
"S_enterica_LT2_RAND_623"	-15.6	-34	161	0	1	0	1
"S_enterica_LT2_RAND_624"	-46.47	-26	521	0	1	0	1
"S_enterica_LT2_RAND_625"	-13.1	-75	944	-331	0	171	1
"S_enterica_LT2_RAND_627"	-31.9	-87	0	-10	1	0	0
"S_enterica_LT2_RAND_628"	-92.9	-1000	1000	0	0	0	0
"S_enterica_LT2_RAND_629"	-68.6	-87	1000	-705	0	0	0
"S_enterica_LT2_RAND_630"	-21.6	-8	1000	0	0	0	0
"S_enterica_LT2_RAND_631"	-44.1	179	1000	0	0	0	0
"S_enterica_LT2_RAND_632"	-38.3	-77	1000	0	1	0	1
"S_enterica_LT2_RAND_633"	-67.9	243	1000	0	0	0	0
"S_enterica_LT2_RAND_634"	-30.9	-27	1000	0	0	0	0
"S_enterica_LT2_RAND_635"	-28.7	-73	1000	0	1	0	1
"S_enterica_LT2_RAND_636"	-16.1	-62	1000	0	0	0	0
"S_enterica_LT2_RAND_638"	-54.4	48	1000	0	0	0	0
"S_enterica_LT2_RAND_639"	-269.34	307	1000	0	0	0	0
"S_enterica_LT2_RAND_640"	-107.9	-78	1000	0	0	0	0
"S_enterica_LT2_RAND_641"	-20.4	-99	1000	0	0	0	0
"S_enterica_LT2_RAND_642"	-3.4	-21	1000	0	0	0	0
"S_enterica_LT2_RAND_643"	-225.1	-43	1000	0	1	0	1
"S_enterica_LT2_RAND_644"	-107	96	1000	0	1	0	1
"S_enterica_LT2_RAND_645"	-10.7	-1000	1000	0	0	0	0
"S_enterica_LT2_RAND_646"	-27.9	64	1000	0	1	0	1
"S_enterica_LT2_RAND_647"	-16.8	-66	184	0	1	0	1
"S_enterica_LT2_RAND_648"	-301.86	54	1000	0	0	0	0
"S_enterica_LT2_RAND_649"	-21.9	-32	1000	0	1	0	1
"S_enterica_LT2_RAND_650"	-73.47	-1000	461	0	1	0	1
"S_enterica_LT2_RAND_651"	-12.6	-1000	596	0	0	0	0
"S_enterica_LT2_RAND_653"	-0.4	-30	7	-14	0	75	0
"S_enterica_LT2_RAND_654"	-14.8	11	0	-92	0	0	0
"S_enterica_LT2_RAND_655"	-39.2	87	1000	0	1	0	1
"S_enterica_LT2_RAND_656"	-27.8	11	1000	0	1	0	1
"S_enterica_LT2_RAND_657"	-35	-82	1000	0	0	0	0
"S_enterica_LT2_RAND_658"	-11.9	-34	1000	0	0	0	0
"S_enterica_LT2_RAND_659"	-82.1	210	1000	0	0	0	0
"S_enterica_LT2_RAND_660"	-168.2	291	1000	0	0	0	0
"S_enterica_LT2_RAND_663"	-44.8	56	1000	0	1	0	1
"S_enterica_LT2_RAND_664"	-13.4	-94	91	0	0	0	0
"S_enterica_LT2_RAND_665"	-48.7	107	868	0	1	0	1
"S_enterica_LT2_RAND_666"	-22	43	85	0	0	0	0
"S_enterica_LT2_RAND_667"	-50	53	777	0	0	0	0
"S_enterica_LT2_RAND_668"	-15.6	56	1000	0	0	0	0
"S_enterica_LT2_RAND_669"	-157.3	195	1000	0	0	0	0
"S_enterica_LT2_RAND_670"	-41.6	152	1000	0	1	0	1
"S_enterica_LT2_RAND_671"	-90.2	-99	1000	0	0	0	0
"S_enterica_LT2_RAND_672"	-40.3	-1000	1000	0	0	0	0
"S_enterica_LT2_RAND_673"	-13.4	54	213	0	1	0	1
"S_enterica_LT2_RAND_675"	-19.6	-50	1000	0	0	0	0
"S_enterica_LT2_RAND_676"	-51.87	95	1000	0	1	16	1
"S_enterica_LT2_RAND_678"	-76.3	-88	1000	0	1	0	1
"S_enterica_LT2_RAND_679"	-28.1	-27	1000	0	1	0	1
"S_enterica_LT2_RAND_680"	-19.4	-8	1000	0	0	0	0
"S_enterica_LT2_RAND_681"	-199.8	602	0	0	0	0	0
"S_enterica_LT2_RAND_682"	-19.4	49	1000	0	1	0	1
"S_enterica_LT2_RAND_683"	-109.8	20	1000	0	1	0	1
"S_enterica_LT2_RAND_684"	-19.7	31	1000	0	1	0	1
"S_enterica_LT2_RAND_685"	-321.32	1052	1000	0	0	0	0
"S_enterica_LT2_RAND_686"	-14.9	-91	1000	0	0	0	0
"S_enterica_LT2_RAND_687"	-6.2	102	1000	0	0	0	0
"S_enterica_LT2_RAND_688"	-24.2	-40	1000	0	1	0	1
"S_enterica_LT2_RAND_689"	-25.4	-99	1000	0	0	0	0
"S_enterica_LT2_RAND_690"	-19.2	73	1000	0	0	0	0
"S_enterica_LT2_RAND_691"	-64.94	167	1000	0	0	0	0
"S_enterica_LT2_RAND_692"	-27.9	-20	1000	0	1	0	1
"S_enterica_LT2_RAND_693"	-30.37	7	1000	0	0	0	0
"S_enterica_LT2_RAND_694"	-29.2	-31	1000	0	1	0	1
"S_enterica_LT2_RAND_695"	-13.47	-1000	1000	0	0	0	0
"S_enterica_LT2_RAND_696"	-18.3	-1000	1000	0	0	0	0
"S_enterica_LT2_RAND_697"	-14.2	-1000	56	0	1	0	1
"S_enterica_LT2_RAND_698"	0.5	26	1000	0	0	0	0
"S_enterica_LT2_RAND_699"	-47.6	-1000	1000	0	0	0	0
"S_enterica_LT2_RAND_700"	-20	-44	391	0	0	0	0
"S_enterica_LT2_RAND_701"	-52.6	130	1000	0	0	0	0
"S_enterica_LT2_RAND_702"	-18.1	33	476	0	1	0	1
"S_enterica_LT2_RAND_703"	-33.6	31	1000	0	0	0	0
"S_enterica_LT2_RAND_704"	-33.2	-31	1000	0	1	0	1
"S_enterica_LT2_RAND_705"	-19.9	186	1000	0	1	0	1
"S_enterica_LT2_RAND_706"	-58.7	83	0	-197	0	0	0
"S_enterica_LT2_RAND_707"	-14.3	-1000	1000	0	0	0	0
"S_enterica_LT2_RAND_708"	-36.3	20	1000	0	0	0	0
"S_enterica_LT2_RAND_709"	-13.1	9	1000	0	1	0	1
"S_enterica_LT2_RAND_710"	-144.3	305	0	0	1	0	1
"S_enterica_LT2_RAND_711"	-42.5	-4	1000	0	0	0	0
"S_enterica_LT2_RAND_712"	-13.9	-16	783	0	1	0	1
"S_enterica_LT2_RAND_714"	-238.6	512	1000	0	1	0	1
"S_enterica_LT2_RAND_715"	-80.5	8	1000	0	0	0	0
"S_enterica_LT2_RAND_716"	-5.8	-96	1000	0	0	0	0
"S_enterica_LT2_RAND_717"	-20.5	-1000	1000	0	1	0	1
"S_enterica_LT2_RAND_718"	-41.67	250	1000	0	1	0	1
"S_enterica_LT2_RAND_719"	-7.1	-42	926	0	1	0	1
"S_enterica_LT2_RAND_720"	-23.4	-92	1000	0	0	0	0
"S_enterica_LT2_RAND_721"	-17.3	43	1000	-56	0	89	1
"S_enterica_LT2_RAND_722"	-7	18	1000	0	1	0	1
"S_enterica_LT2_RAND_723"	-103.9	99	1000	0	1	0	1
"S_enterica_LT2_RAND_724"	-63.8	-108	1000	0	1	0	1
"S_enterica_LT2_RAND_726"	-14.1	-72	1000	-690	0	5078	0
"S_enterica_LT2_RAND_727"	-78.5	212	374	-4054	1	1476	1
"S_enterica_LT2_RAND_728"	-4	-35	1000	-5332	1	488	1
"S_enterica_LT2_RAND_729"	-14	-33	162	-5577	0	199	0
"S_enterica_LT2_RAND_730"	-13.5	82	1000	0	0	0	0
"S_enterica_LT2_RAND_731"	-19	-1000	1000	0	1	0	1
"S_enterica_LT2_RAND_732"	-10.9	-92	1000	0	1	0	1
"S_enterica_LT2_RAND_733"	-16.4	-41	142	0	0	0	0
"S_enterica_LT2_RAND_734"	-42.3	66	1000	-127	1	0	0
"S_enterica_LT2_RAND_735"	-40	-61	404	0	1	0	1
"S_enterica_LT2_RAND_736"	-77.8	183	0	0	0	131	0
"S_enterica_LT2_RAND_737"	-10.7	-48	1000	0	1	0	1
"S_enterica_LT2_RAND_738"	-29.7	-86	1000	0	1	0	1
"S_enterica_LT2_RAND_739"	-22.2	42	1000	0	1	0	1
"S_enterica_LT2_RAND_741"	-0.1	-21	1000	-722	1	11296	1
"S_enterica_LT2_RAND_742"	-15.5	47	1000	-7156	1	4886	1
"S_enterica_LT2_RAND_743"	-62.2	171	1000	-7651	0	4287	0
"S_enterica_LT2_RAND_744"	-28.9	25	1000	0	0	0	0
"S_enterica_LT2_RAND_745"	-18.7	11	1000	0	0	0	0
"S_enterica_LT2_RAND_746"	-63.8	39	698	0	1	0	1
"S_enterica_LT2_RAND_747"	-59.3	149	1000	0	0	0	0
"S_enterica_LT2_RAND_748"	-35.4	-78	1000	0	1	0	1
"S_enterica_LT2_RAND_749"	-21.8	-88	1000	0	0	0	0
"S_enterica_LT2_RAND_750"	-119.97	769	1000	0	1	0	1
"S_enterica_LT2_RAND_751"	-52.14	160	1000	0	0	0	0
"S_enterica_LT2_RAND_752"	-21.9	19	1000	0	1	0	1
"S_enterica_LT2_RAND_753"	-14	-1000	1000	0	0	0	0
"S_enterica_LT2_RAND_754"	-86.4	-1000	1000	0	1	0	1
"S_enterica_LT2_RAND_755"	-67.9	-30	0	0	0	0	0
"S_enterica_LT2_RAND_756"	-163.2	-92	680	0	1	0	1
"S_enterica_LT2_RAND_757"	-39.6	40	1000	0	0	126	0
"S_enterica_LT2_RAND_758"	-97.1	-70	1000	-77	0	0	1
"S_enterica_LT2_RAND_759"	-21.9	-66	1000	0	0	0	0
"S_enterica_LT2_RAND_760"	-9.7	-40	1000	0	0	0	0
"S_enterica_LT2_RAND_761"	-27.3	-1000	1000	0	1	0	1
"S_enterica_LT2_RAND_762"	-181.9	-18	551	0	0	204	0
"S_enterica_LT2_RAND_764"	-24.2	-40	1000	0	0	0	0
"S_enterica_LT2_RAND_765"	-40.2	-77	1000	0	1	0	1
"S_enterica_LT2_RAND_766"	-14	-1000	1000	0	0	0	0
"S_enterica_LT2_RAND_767"	-23.27	-69	1000	0	1	0	1
"S_enterica_LT2_RAND_768"	-34.8	-46	1000	0	1	0	1
"S_enterica_LT2_RAND_769"	-26.8	-82	1000	0	1	271	1
"S_enterica_LT2_RAND_770"	-22.6	-1000	1000	0	0	0	0
"S_enterica_LT2_RAND_771"	-32.2	127	1000	0	0	0	0
"S_enterica_LT2_RAND_772"	-24	-83	1000	0	1	0	1
"S_enterica_LT2_RAND_773"	-62.97	479	1000	0	1	0	1
"S_enterica_LT2_RAND_774"	-8.9	-91	1000	0	1	0	1
"S_enterica_LT2_RAND_775"	-8.1	-95	1000	0	0	0	0
"S_enterica_LT2_RAND_776"	-50.5	-89	1000	-111	0	0	1
"S_enterica_LT2_RAND_777"	-18.4	-39	1000	-468	0	1668	0
"S_enterica_LT2_RAND_778"	-36.32	67	321	-2131	0	0	0
"S_enterica_LT2_RAND_779"	-22.3	8	1000	0	1	0	1
"S_enterica_LT2_RAND_780"	-12.3	-36	1000	0	1	0	1
"S_enterica_LT2_RAND_781"	-71.8	-1	1000	-55	0	0	0
"S_enterica_LT2_RAND_782"	-27.2	-103	1000	0	1	0	1
"S_enterica_LT2_RAND_783"	-23.4	-2	705	0	1	0	1
"S_enterica_LT2_RAND_784"	-131.47	-88	963	0	1	0	1
"S_enterica_LT2_RAND_785"	-1.1	43	1000	0	0	0	0
"S_enterica_LT2_RAND_786"	-35.5	57	1000	0	1	0	1
"S_enterica_LT2_RAND_788"	-56.6	219	1000	-76	0	161	1
"S_enterica_LT2_RAND_789"	-90.57	85	1000	0	0	0	0
"S_enterica_LT2_RAND_790"	-175.6	-19	1000	-63	0	0	0
"S_enterica_LT2_RAND_791"	-152.3	271	1000	0	0	0	0
"S_enterica_LT2_RAND_792"	-104	145	1000	0	0	0	0
"S_enterica_LT2_RAND_793"	-40.7	165	1000	0	1	0	1
"S_enterica_LT2_RAND_794"	-299.8	392	1000	0	1	0	1
"S_enterica_LT2_RAND_796"	-39.1	-7	1000	0	0	0	0
"S_enterica_LT2_RAND_797"	-16.9	-1000	1000	0	0	0	0
"S_enterica_LT2_RAND_798"	-30	116	709	0	0	42	1
"S_enterica_LT2_RAND_799"	-28.8	110	549	0	0	0	0
"S_enterica_LT2_RAND_800"	-15.5	30	882	0	1	0	1
"S_enterica_LT2_RAND_801"	-15.7	-71	1000	0	1	0	1
"S_enterica_LT2_RAND_802"	-42.4	-16	1000	0	1	0	1
"S_enterica_LT2_RAND_803"	-5.7	-27	1000	0	1	0	1
"S_enterica_LT2_RAND_804"	-42.7	-26	1000	0	1	0	1
"S_enterica_LT2_RAND_805"	-252.1	718	794	0	1	0	1
"S_enterica_LT2_RAND_806"	-13.4	-84	1000	0	0	0	0
"S_enterica_LT2_RAND_808"	-29.1	108	1000	0	0	0	0
"S_enterica_LT2_RAND_809"	-70.9	-58	1000	0	1	0	1
"S_enterica_LT2_RAND_811"	-70.9	52	583	0	0	0	0
"S_enterica_LT2_RAND_812"	-4	-9	1000	-102	1	313	1
"S_enterica_LT2_RAND_813"	-60	162	1000	0	1	0	1
"S_enterica_LT2_RAND_816"	-15	-33	1000	0	1	0	1
"S_enterica_LT2_RAND_817"	-43.5	90	1000	0	1	0	1
"S_enterica_LT2_RAND_818"	-33.7	-86	1000	0	0	0	0
"S_enterica_LT2_RAND_819"	-84.92	241	1000	0	0	0	0
"S_enterica_LT2_RAND_820"	-45.5	-36	1000	0	1	0	1
"S_enterica_LT2_RAND_821"	-178.47	432	1000	0	1	0	1
"S_enterica_LT2_RAND_822"	-39.4	-24	1000	0	0	0	0
"S_enterica_LT2_RAND_823"	-34.57	9	1000	0	1	0	1
"S_enterica_LT2_RAND_824"	-13.4	67	1000	0	1	0	1
"S_enterica_LT2_RAND_825"	-22.1	28	1000	-252	1	0	1
"S_enterica_LT2_RAND_826"	-32.9	-51	1000	0	0	0	0
"S_enterica_LT2_RAND_827"	-12.4	-32	1000	-134	1	66	0
"S_enterica_LT2_RAND_828"	-57.6	-7	839	0	1	0	1
"S_enterica_LT2_RAND_829"	-3	-51	957	0	0	0	0
"S_enterica_LT2_RAND_830"	0.36	-5	1000	0	0	0	0
"S_enterica_LT2_RAND_831"	-3	-4	1000	0	0	0	0
"S_enterica_LT2_RAND_832"	-43	-57	1000	0	1	0	1
"S_enterica_LT2_RAND_833"	-12.2	79	1000	0	0	0	0
"S_enterica_LT2_RAND_834"	-36	62	1000	0	1	0	1
"S_enterica_LT2_RAND_835"	-13.54	-1	1000	0	0	0	0
"S_enterica_LT2_RAND_836"	-61.6	-40	1000	0	1	0	1
"S_enterica_LT2_RAND_837"	-25.7	15	1000	0	0	0	0
"S_enterica_LT2_RAND_838"	-111.16	193	1000	0	0	0	0
"S_enterica_LT2_RAND_839"	-9.9	17	1000	0	0	0	0
"S_enterica_LT2_RAND_840"	-26.9	96	1000	0	0	308	1
"S_enterica_LT2_RAND_841"	-28.4	-64	1000	0	0	0	0
"S_enterica_LT2_RAND_842"	-55.44	141	1000	0	0	0	0
"S_enterica_LT2_RAND_843"	-11.8	-99	1000	0	1	0	1
"S_enterica_LT2_RAND_844"	-50.3	-35	1000	0	0	0	0
"S_enterica_LT2_RAND_845"	-63.17	225	1000	0	0	20	1
"S_enterica_LT2_RAND_846"	-101.4	222	1000	0	1	0	1
"S_enterica_LT2_RAND_847"	-3.5	-12	1000	0	0	0	0
"S_enterica_LT2_RAND_848"	-7.6	-100	1000	0	0	0	0
"S_enterica_LT2_RAND_849"	-80.9	62	1000	0	0	0	0
"S_enterica_LT2_RAND_850"	-13.2	34	1000	0	0	0	0
"S_enterica_LT2_RAND_851"	-36.7	-47	1000	0	0	0	0
"S_enterica_LT2_RAND_852"	-55.6	104	1000	0	1	0	1
"S_enterica_LT2_RAND_853"	-13.6	57	284	-6	0	0	0
"S_enterica_LT2_RAND_854"	-56.1	-88	0	0	0	0	0
"S_enterica_LT2_RAND_855"	-99.9	-89	1000	0	0	0	0
"S_enterica_LT2_RAND_856"	-14.7	7	1000	0	1	0	1
"S_enterica_LT2_RAND_857"	-6.1	-98	1000	0	1	0	1
"S_enterica_LT2_RAND_858"	-68	219	1000	0	0	0	0
"S_enterica_LT2_RAND_859"	-13.3	-75	412	0	1	0	1
"S_enterica_LT2_RAND_860"	-20.7	44	186	0	1	0	1
"S_enterica_LT2_RAND_861"	-85.12	334	1000	0	0	0	0
"S_enterica_LT2_RAND_862"	-10.6	-47	1000	-59	0	0	1
